,user_id,Description,NER,GPE,LOC,ORG,NORP,WORK_OF_ART,Other
130,1090753883876544522,Foul mouthed. #MAGA #QArmy I live in a fkn trash can. I can tell you how to GTFOH. Libtards beware. 2nd rate shitposter. Under 18 should block me.,"[('Foul', 'ORG'), ('MAGA', 'PERSON'), ('#QArmy', 'MONEY'), ('GTFOH', 'ORG'), ('2nd', 'DATE'), ('18', 'CARDINAL')]",,,"{'GTFOH', 'Foul'}",,,"{('2nd', 'DATE'), ('18', 'CARDINAL'), ('MAGA', 'PERSON'), ('#QArmy', 'MONEY')}"
131,1090565485249396736,Living my best life....PERIOD,,,,,,,
132,894210613,These arent the droids youre looking for,"('\x93These', 'NORP')",,,,These,,
133,978259325272473602,"Son of Puerto Rico <U+0001F1F5><U+0001F1F7><U+0001F1FA><U+0001F1F8>/ Offspring of the Canaries <U+0001F1EE><U+0001F1E8><U+0001F1EA><U+0001F1F8>/ PUCPR / B.A., Public Administration & Labor Relations/ VP @cgepucpr 2018-2019","[('Puerto Rico', 'GPE'), ('U+0001F1F5><U+0001F1F7><U+0001F1FA><U+0001F1F8>/ Offspring of the Canaries', 'ORG'), ('B.A., Public Administration & Labor Relations/ VP', 'ORG'), ('2018-2019', 'DATE')]",Puerto Rico,,"{'B.A., Public Administration & Labor Relations/ VP', 'U+0001F1F5><U+0001F1F7><U+0001F1FA><U+0001F1F8>/ Offspring of the Canaries'}",,,"('2018-2019', 'DATE')"
134,1088766495902060544,I am Bob & part of the Grassroot-Movement. I am a PATRIOT! I love #MAGA #QArmy #Trump #SCOTUS. I am waiting for a President like #POTUS #QANON in #Austria.,"[('Bob &', 'PERSON'), ('the Grassroot-Movement', 'ORG'), ('#MAGA #', 'MONEY'), ('Trump #SCOTUS', 'ORG'), ('#POTUS', 'MONEY'), ('Austria', 'GPE')]",Austria,,"{'the Grassroot-Movement', 'Trump #SCOTUS'}",,,"{('Bob &', 'PERSON'), ('#MAGA #', 'MONEY'), ('#POTUS', 'MONEY')}"
135,74543062,Inconceivable! Independent. Skeptical. Question everything. Shine a light on corruption and expose hypocrisy. Acknowledge good deeds. Have fun.,,,,,,,
136,1089940225248448512,"GCM empower people of every age & stage with the wisdom to live a productive, full and fear free life with confidence & gracious tenacity through Christ Jesus","('Christ Jesus', 'ORG')",,,Christ Jesus,,,
137,755228354,<U+0001F308> univ of ri,,,,,,,
138,2181158620,"Husband, father, son, brother, friend, critical care RN, musician. LIFE IS GOOD!","[('Husband', 'GPE'), ('RN', 'ORG')]",Husband,,RN,,,
139,1085800778974023681,"Registered Nurse, #MAGA, #KAG, #QAnon #WWG1WGA  MARRIED and NO DM's. Trust the plan. I am in awe of President Trump. Twitter does not like me. My 4th account.","[('Registered Nurse', 'PERSON'), ('MAGA', 'GPE'), ('#KAG', 'MONEY'), ('#QAnon #', 'MONEY'), ('WWG1WGA', 'MONEY'), (' ', 'NORP'), ('MARRIED', 'ORG'), (""NO DM's"", 'ORG'), ('Trump', 'PERSON'), ('4th', 'ORDINAL')]",MAGA,,"{'MARRIED', ""NO DM's""}", ,,"{('#QAnon #', 'MONEY'), ('Trump', 'PERSON'), ('WWG1WGA', 'MONEY'), ('#KAG', 'MONEY'), ('4th', 'ORDINAL'), ('Registered Nurse', 'PERSON')}"
140,39150432,"I'm a freelance photographer and firefighter in Johnson County, Texas. I love my family, and I enjoy teaching others the things I know.","[('Johnson County', 'GPE'), ('Texas', 'GPE')]","{'Johnson County', 'Texas'}",,,,,
141,1949734190,"Wife of a Veteran, no liberals,no porn,no Bots. no Muslims. Will Stand and fight for our great country. Build that Wall, deport illegals. Not here for dates.","[('Muslims', 'NORP'), ('Will Stand', 'PERSON'), ('Build', 'PERSON')]",,,,Muslims,,"{('Build', 'PERSON'), ('Will Stand', 'PERSON')}"
142,3326820978,"Follow me,Ill follow u! Asst. Administrator 4 a Senior housing community. In <U+2665><U+FE0F> with sen citizens, the disabled and animals! adore my 3 grown kids  #MAGA <U+0001F1FA><U+0001F1F8>","[('I\x92ll', 'PERSON'), ('4', 'CARDINAL'), ('3', 'CARDINAL'), ('MAGA', 'GPE')]",MAGA,,,,,"{('I\x92ll', 'PERSON'), ('4', 'CARDINAL'), ('3', 'CARDINAL')}"
143,754724904,"19***(Outwest Chi)***  FollowBAck
 For feat Tweet me or email .
#$G, Latest Tape:http://t.co/No49KZngbS","[('19***(Outwest Chi)', 'GPE'), ('#$', 'MONEY')]",19***(Outwest Chi),,,,,"('#$', 'MONEY')"
144,1090724107472244736,"Cryptocurrency Analytics, Trading, & Investing | Bitcoin Bull","('& Investing', 'ORG')",,,& Investing,,,
145,1090309131695730695,"I won a powerball jackpot of $343.8million. I've been decided to help with $15,000 to the veterans, retired, old and young?","[('343.8million', 'MONEY'), ('15,000', 'MONEY')]",,,,,,"{('343.8million', 'MONEY'), ('15,000', 'MONEY')}"
146,17971654,"social media and event marketing expert. Lurves: food, hockey, music, my kids and Eastham, MA and not in that order",,,,,,,
147,1090712428743180294,The Middle Way is looking for bipartisanship in this troubling partisan time.,,,,,,,
148,885685350491840513,"20yr VET, USMC, ARMY,  OR NAT GUARD UofO #GoDucks (lots of beer, long ago) EVEN WHEN IM DEAD ILL STAND FOR THE FLAG (told my wife to #BuryMeUpright)","[('20yr', 'ORDINAL'), ('VET, USMC', 'PRODUCT'), ('ARMY', 'ORG'), (' OR NAT GUARD', 'ORG'), ('GoDucks', 'MONEY'), ('ILL STAND', 'PERSON'), ('FLAG', 'ORG'), ('BuryMeUpright', 'MONEY')]",,,"{'ARMY', 'FLAG', ' OR NAT GUARD'}",,,"{('BuryMeUpright', 'MONEY'), ('GoDucks', 'MONEY'), ('VET, USMC', 'PRODUCT'), ('ILL STAND', 'PERSON'), ('20yr', 'ORDINAL')}"
149,869707824988684289,"Air Force vet. A.F. brat .
Hawkeye fan. Baadd typer. Will not follow tweeters who only retweet. I want your thoughts.<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>. Eat dessert 1st.","[('Air Force', 'ORG'), ('A.F.', 'NORP'), ('Hawkeye', 'PERSON'), ('thoughts.<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>. Eat', 'PERSON'), ('1st', 'DATE')]",,,Air Force,A.F.,,"{('1st', 'DATE'), ('thoughts.<U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8>. Eat', 'PERSON'), ('Hawkeye', 'PERSON')}"
150,1087511776466366464,"Would never vote for the #pedolawyer @hillaryclinton #walkaway
FOLLOWS BACK ALL PATRIOTS #MAGA","[('PATRIOTS', 'GPE'), ('MAGA', 'GPE')]","{'MAGA', 'PATRIOTS'}",,,,,
151,3148820833,but until that time ill try to sing this | artist + musician,,,,,,,
152,729431169499054080,"Single working Mom, Huge General Hospital fan!","('Huge General Hospital', 'ORG')",,,Huge General Hospital,,,
153,1089726661774368770,Firm believer in our constitution and the 2ND Amendment. Protect your Individual Liberty at all cost. Conservative and take pride in American Values & Tradition,"[('the 2ND Amendment', 'LAW'), ('American Values & Tradition', 'ORG')]",,,American Values & Tradition,,,"('the 2ND Amendment', 'LAW')"
154,860230904089899011,Lecturer @CUDenverSPA * CO social entrepreneur * Retired political organizer * Former @McKinsey * Former international dev @WorldBank + Liberia,"[('@McKinsey', 'GPE'), ('@WorldBank + Liberia', 'ORG')]",@McKinsey,,@WorldBank + Liberia,,,
155,1090493326820814848,Black Republicans is an educational effort to make African Americans aware of how the Democratic Party is responsible for the deterioration of black communities,"[('Republicans', 'NORP'), ('African', 'NORP'), ('Americans', 'NORP'), ('the Democratic Party', 'ORG')]",,,the Democratic Party,"{'Americans', 'African', 'Republicans'}",,
156,1090685169684615174,YOU CAN JAIL THE REVOLUTIONARY BUT YOU CAN'T JAIL THE #REVOLUTION #TruthBombs #RT #Politics #Activist #HumanRights #Palestine #XFiles #HeavyweightNews #Media,"[('#REVOLUTION #', 'MONEY'), ('TruthBombs #', 'ORG'), ('#HumanRights #Palestine #XFiles #', 'MONEY'), ('Media', 'MONEY')]",,,TruthBombs #,,,"{('#REVOLUTION #', 'MONEY'), ('#HumanRights #Palestine #XFiles #', 'MONEY'), ('Media', 'MONEY')}"
157,1090640990497587200,"New Account, last one was taken down",,,,,,,
158,48257595,Clinging to Christ,,,,,,,
159,955416511644033025,Retired USAF CMSgt-Task Force Viking & Dagger West-OIF/OEF/HOA Vet-Helicopter Crew Chief-Dad-Dog Lover-Golfer-Guitarist-Drummer-Bosox-Pats-Bruins-Celtics fan,"('Retired USAF CMSgt-Task Force', 'PERSON')",,,,,,"('Retired USAF CMSgt-Task Force', 'PERSON')"
160,1647500466,Make hay while the sun shine,,,,,,,
161,1090291339491717121,Dedicated Private Investigators united for a common cause: Provide no-cost investigation services to those affected by Human Trafficking and Missing Children.,"('Human Trafficking and Missing Children', 'ORG')",,,Human Trafficking and Missing Children,,,
162,1090684958195232768,adebayo,,,,,,,
163,244727888,Amber Army  <U+2764>@leanneashcroft2<U+2764>,"('Amber Army', 'ORG')",,,Amber Army,,,
164,815796772685709316,"Chairman & CEO of Hendershot Holdings
Warrior For The Truth
<U+0001F47B> RealAustinBall
Deckerville 20'","[('Hendershot Holdings', 'ORG'), ('The Truth\r\n', 'ORG'), ('Deckerville 20', 'PERSON')]",,,"{'The Truth\r\n', 'Hendershot Holdings'}",,,"('Deckerville 20', 'PERSON')"
165,386139419,"Ellijay, North Georgias apple & wine country and best kept secret for biking, hiking, shopping and socializing.","[('Ellijay', 'ORG'), ('North Georgia\x92s', 'GPE')]",North Georgias,,Ellijay,,,
166,1022418876297084928,I study in RV Institute of Legal Studies in Bengaluru (BBA LLB),"[('RV Institute of Legal Studies', 'ORG'), ('Bengaluru', 'ORG'), ('BBA', 'ORG')]",,,"{'RV Institute of Legal Studies', 'BBA', 'Bengaluru'}",,,
167,1090648560608206848,Be urself,,,,,,,
168,1088177375953612800,"<U+271D><U+FE0F> Christian <U+271D><U+FE0F>, <U+2665><U+FE0F>Married to my best friend since 1995<U+2764><U+FE0F>, <U+0001F468><U+200D><U+0001F469><U+200D><U+0001F467><U+200D><U+0001F466>PROUD FATHER<U+0001F468><U+200D><U+0001F469><U+200D><U+0001F467><U+200D><U+0001F466>, <U+0001F692>Firefighter<U+0001F469><U+0001F3FB><U+200D><U+0001F692>, <U+271D><U+FE0F><U+2665><U+FE0F>Psalm 23<U+2665><U+FE0F><U+271D><U+FE0F>, MAGA, KAG2020","[('Christian', 'NORP'), ('Married', 'GPE'), ('1995<U+2764><U+FE0F', 'CARDINAL'), ('Psalm', 'PERSON'), ('MAGA', 'GPE'), ('KAG2020', 'GPE')]","{'MAGA', 'KAG2020', 'Married'}",,,Christian,,"{('1995<U+2764><U+FE0F', 'CARDINAL'), ('Psalm', 'PERSON')}"
169,1382319775,Im sooo tired.,,,,,,,
170,53779813,@innoutburger or @Whataburger?,,,,,,,
171,2295017045,Tweet Tweet its D lol,,,,,,,
172,1085979265299034118,"Joker<U+0001F602><U+0001F602><U+0001F602>/mc.<U+0001F62F><U+0001F62F>../blogger
Studies sustainable development and disaster risk reduction.
Tweets reflect actions<U+0001F609>","[('Joker', 'PERSON'), ('U+0001F609', 'PERSON')]",,,,,,"{('Joker', 'PERSON'), ('U+0001F609', 'PERSON')}"
173,906280938446831616,"Faith makes all things possible, Hope makes all things work, Love makes all things beautiful....the lord is my strange and my hope","[('Hope', 'ORG'), ('Love', 'WORK_OF_ART')]",,,Hope,,Love,
174,2826452213,"Musician <U+0001F3B6> | Entrepreneur <U+0001F3C3>| Tempe, Arizona <U+0001F31E> | 480 Studios LLC Counsel Member <U+0001F440> |Follow me on Spotify: https://t.co/si9UsRkVNv<U+0001F448> | Follow @BSMusicLLC <U+0001F448>","[('Musician', 'NORP'), ('Tempe', 'GPE'), ('Arizona', 'GPE'), ('480', 'CARDINAL'), ('LLC Counsel', 'PERSON'), ('|Follow', 'PERSON'), ('Spotify', 'PERSON')]","{'Arizona', 'Tempe'}",,,Musician,,"{('|Follow', 'PERSON'), ('LLC Counsel', 'PERSON'), ('Spotify', 'PERSON'), ('480', 'CARDINAL')}"
175,26420082,"Twitter updates from Asia Pacific's first and only eHealth and Health IT magazine, Pulse+IT.","[(""Asia Pacific's"", 'LOC'), ('first', 'ORDINAL'), ('eHealth', 'ORG'), ('Health IT', 'ORG')]",,Asia Pacific's,"{'Health IT', 'eHealth'}",,,"('first', 'ORDINAL')"
176,62836601,My extreme love and passion for real estate is why I have been so successful at what I do. I am highly motivated and determined to provide my clients the best,,,,,,,
177,896462708,| Jesus | UWFXC <U+0001F3C3><U+0001F3FC><U+200D><U+2640><U+FE0F>,"[('Jesus', 'PERSON'), ('UWFXC', 'ORG')]",,,UWFXC,,,"('Jesus', 'PERSON')"
178,1052944539978256385,"@Follow_Back_Instantly <U+0001F1F5><U+0001F1F0> 
@ImranKhanPTI <U+2665>
@nadiim_outlook_com. <U+0001F1F5><U+0001F1F0> 
@Agriculture_Expert.      <U+0001F1F5><U+0001F1F0> 
@PAK_Army_Zindabad. <U+0001F1F5><U+0001F1F0>

@Pakistan_Paindabad.  <U+0001F33B>","[('     ', 'GPE'), ('@PAK_Army_Zindabad', 'PERSON'), ('\r\n\r\n@Pakistan_Paindabad', 'PERSON')]",     ,,,,,"{('@PAK_Army_Zindabad', 'PERSON'), ('\r\n\r\n@Pakistan_Paindabad', 'PERSON')}"
179,973010532906258432,"I am pessimistic, a memer, and a spammer. Valentines Day themed name with the hearts.. I constantly change my pfp for no reason. gamers will win the war","('Valentine\x92s Day', 'EVENT')",,,,,,"('Valentine\x92s Day', 'EVENT')"
180,917896612562788354,#MAGA #KAG <U+0001F1FA><U+0001F1F8> NO Lists NO DMs...MY tweets MY opinions!! <U+2764><U+FE0F><U+0001F1FA><U+0001F1F8> Will ONLY follow MAGA ...SEMPER Fi <U+2764><U+FE0F><U+0001F1FA><U+0001F1F8> No sales promoting accounts <U+0001F6AB>,"[('MAGA', 'PERSON'), ('#KAG', 'MONEY'), ('Lists', 'NORP'), ('MY', 'ORG'), ('MAGA', 'GPE')]",MAGA,,MY,Lists,,"{('MAGA', 'PERSON'), ('#KAG', 'MONEY')}"
181,907708590819041280,"High-speed, On-chain Futures Trading | https://t.co/C3KqmGizn8 - know more about BBOD and BBD coin.","('BBD', 'ORG')",,,BBD,,,
182,2261371703,Bama '21/ Just a washed up lacrosse player here's my highlights https://t.co/Mf1TeR1FcN,,,,,,,
183,915784808,The University of Alabama <U+039A><U+0391>T,"('The University of Alabama\x95', 'ORG')",,,The University of Alabama,,,
184,921788738010845184,@GeorgiaTech <U+0001F393><U+0001F41D>,"('@GeorgiaTech', 'ORG')",,,@GeorgiaTech,,,
185,1090637173823393792,Ruhyat marsehup,,,,,,,
186,839513060876378116,doesn't matter,,,,,,,
187,1081847482005504000,"Life Long Learning, never stop at me. ( <U+0E01><U+0E32><U+0E23><U+0E40><U+0E23><U+0E35><U+0E22><U+0E19><U+0E23><U+0E39><U+0E49><U+0E44><U+0E21><U+0E48><U+0E21><U+0E35><U+0E27><U+0E31><U+0E19><U+0E2A><U+0E34><U+0E49><U+0E19><U+0E2A><U+0E38><U+0E14> <U+0E41><U+0E25><U+0E30><U+0E21><U+0E31><U+0E19><U+0E44><U+0E21><U+0E48><U+0E40><U+0E04><U+0E22><U+0E08><U+0E30><U+0E2B><U+0E22><U+0E38><U+0E14><U+0E2D><U+0E22><U+0E39><U+0E48><U+0E17><U+0E35><U+0E48><U+0E09><U+0E31><U+0E19> )","('Life Long Learning', 'ORG')",,,Life Long Learning,,,
188,19799226,Tally native. FSU Grad. Lifelong Seminole Fan.,"('Lifelong Seminole Fan', 'PERSON')",,,,,,"('Lifelong Seminole Fan', 'PERSON')"
189,435077234,"Play-by-play Announcer for the Miami HEAT on HEAT Radio Network .. TV-Radio Broadcaster/Talk show Host .. NBA NFL NHL CFL etc, Actor, Voice- Over artist, writer","[('the Miami HEAT', 'EVENT'), ('HEAT Radio Network', 'ORG'), ('Radio Broadcaster/Talk', 'ORG'), ('Host', 'ORG'), ('NBA', 'ORG'), ('NFL', 'ORG'), ('NHL CFL', 'ORG')]",,,"{'HEAT Radio Network', 'NHL CFL', 'NBA', 'Radio Broadcaster/Talk', 'Host', 'NFL'}",,,"('the Miami HEAT', 'EVENT')"
190,1084438275794890752,Digital Marketing <U+0001F4BB>  Social Media Management <U+0001F4F1>  Content Curation & Publishing <U+0001F4F8>,"[('Digital Marketing', 'ORG'), ('U+0001F4BB', 'PERSON'), (' Social Media Management', 'ORG'), (' Content Curation & Publishing', 'ORG')]",,,"{' Content Curation & Publishing', ' Social Media Management', 'Digital Marketing'}",,,"('U+0001F4BB', 'PERSON')"
191,791338646209167361,"The real value of our solution is not the software itself, but how well it helps you do your job and achieve your goals.",,,,,,,
192,1058715581908692997,I love this country with all my heart. 100% MAGA Starting over after another ban for telling the truth,"[('100%', 'PERCENT'), ('MAGA', 'GPE')]",MAGA,,,,,"('100%', 'PERCENT')"
193,881921157460631552,https://t.co/u4PgkXXhi2,,,,,,,
194,21127282,Digital Transformation Marketing Manager at Cisco and mum of two. I have a passion for all things digital and love a sporting challenge!,"[('Digital Transformation Marketing', 'ORG'), ('Cisco', 'GPE'), ('two', 'CARDINAL')]",Cisco,,Digital Transformation Marketing,,,"('two', 'CARDINAL')"
195,1078085732282048512,Jacke<U+2728>,,,,,,,
196,1033311696868323329,"Track & field and cross country fan focused on Iowa State, The Big XII Conference, and Iowa high school athletes with the potential to compete at that level.","[('Track &', 'ORG'), ('Iowa State', 'ORG'), ('The Big XII Conference', 'PRODUCT'), ('Iowa', 'GPE')]",Iowa,,"{'Iowa State', 'Track &'}",,,"('The Big XII Conference', 'PRODUCT')"
197,3376760307,10/12/16<U+0001F3F3><U+FE0F><U+200D><U+0001F308>-SEN19R-The Guild<U+0001F919><U+0001F3FB>-1 Peter 4:8- Jesus Loves You,"[('10/12/16<U+0001F3F3><U+FE0F><U+200D><U+0001F308>-SEN19R', 'CARDINAL'), ('Peter 4:8- Jesus', 'PERSON')]",,,,,,"{('10/12/16<U+0001F3F3><U+FE0F><U+200D><U+0001F308>-SEN19R', 'CARDINAL'), ('Peter 4:8- Jesus', 'PERSON')}"
198,1090609242053271554,Always enjoying listening to my heartbeat,,,,,,,
199,390226492,"Principles, not personalities. Progress, not perfection. Reason, not emotion. Persuasion, not coercion. Humility, not ego.","('Humility', 'ORG')",,,Humility,,,
200,278504856,"IT Profession, <U+0B9A><U+0BAE><U+0BC2><U+0B95> <U+0B86><U+0BB0><U+0BCD><U+0BB5><U+0BB2><U+0BB0><U+0BCD> | Founder & ChiefCoordinator in @BrahmosMantra | Career & HealthAdvisor | © DYNS (Yoga<U+0001F9D8><U+0001F3FB><U+200D><U+2642>)  Certified | News Chief Bureau <U+0001F4E1>","[('Founder & ChiefCoordinator', 'PRODUCT'), ('Career & HealthAdvisor', 'ORG'), ('© DYNS', 'PERSON'), ('Yoga<U+0001F9D8><U+0001F3FB><U+200D><U+2642', 'GPE'), (' ', 'ORDINAL')]",Yoga<U+0001F9D8><U+0001F3FB><U+200D><U+2642,,Career & HealthAdvisor,,,"{('© DYNS', 'PERSON'), ('Founder & ChiefCoordinator', 'PRODUCT'), (' ', 'ORDINAL')}"
201,46194184,"Iraq veteran, world traveler, cable news & Twitter junkie. Three time award winner of Time Magazine's Person of the Year(2003, 2006 & 2011)","[('Iraq', 'GPE'), ('Three', 'CARDINAL'), (""Time Magazine's"", 'ORG'), ('the Year(2003, 2006 & 2011', 'DATE')]",Iraq,,Time Magazine's,,,"{('Three', 'CARDINAL'), ('the Year(2003, 2006 & 2011', 'DATE')}"
202,415192815,"if you dont follow me on twitter, dont follow me home.",,,,,,,
203,1087115363735740417,"Married, Father, Veteran, hard working American who supports Trump and conservatives! No room for racism or fake news. One Nation Under God <U+0001F1FA><U+0001F1F8>#MAGA #Trump2020","[('American', 'NORP'), ('Trump', 'PERSON'), ('One', 'CARDINAL'), ('Trump2020', 'MONEY')]",,,,American,,"{('Trump2020', 'MONEY'), ('One', 'CARDINAL'), ('Trump', 'PERSON')}"
204,1090486639707766784,This account follows current events and breaking news without comment. Bipartisan following: everyone and anyone. You never saw me. Return to your business.,"('Bipartisan', 'PERSON')",,,,,,"('Bipartisan', 'PERSON')"
205,1090567213122236416,Previous account was @marcburton1980 . 38 in UK. Educated and tend to ask a lot of questions - sorry :),"[('38', 'CARDINAL'), ('UK', 'GPE')]",UK,,,,,"('38', 'CARDINAL')"
206,491717574,Real Estate agent in the East Texas area working with buyers & sellers on Residential & Commercial along with builders and lenders. I'm here to help!,"[('Real Estate', 'ORG'), ('East Texas', 'LOC'), ('Residential & Commercial', 'ORG')]",,East Texas,"{'Real Estate', 'Residential & Commercial'}",,,
207,984122083671080960,Helping People connect to their inherent 3 tiers of goodness.<U+0001F49A><U+0001F49A><U+0001F49C>,"('3', 'CARDINAL')",,,,,,"('3', 'CARDINAL')"
208,4553388618,I'm 21 years old and attend Murray State College<U+0001F913>,"[('21 years old', 'DATE'), ('Murray State College', 'ORG')]",,,Murray State College,,,"('21 years old', 'DATE')"
209,1090481285062189057,Am single and searching for a serious relationship,,,,,,,
210,1078155503652532224,"I control all governments along with the Jesuits, Illuminati, and Lil Wayne. Opinions are mine own.","[('Jesuits', 'PERSON'), ('Illuminati', 'GPE'), ('Lil\x92 Wayne', 'PERSON')]",Illuminati,,,,,"{('Lil\x92 Wayne', 'PERSON'), ('Jesuits', 'PERSON')}"
