"","doc_id","token","upos","Entity","pos_previous","pos_next","token_previous","token_next"
"25536","doc3209","rights","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=human","token[w-1]=politics"
"24903","doc3127","inclusion","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=disability"
"16355","doc2053","ufudufudufuduf","SCONJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=family","token[w-1]=gaming"
"22652","doc2847","show","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=review","token[w-1]=next"
"10839","doc1340","reporter","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=trends","token[w-1]=floridatoday"
"6745","doc843","communication","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=mass","token[w-1]=cuz"
"11037","doc1368","macram","NOUN","Irrelavant","pos[w-1]=CCONJ","pos[w+1]=PUNCT","token[w-1]=knot","token[w-1]=<U+653C><U+3E39>"
"25377","doc3188","uf","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=tomorrow","token[w-1]=uufufebufdufb"
"3236","doc410","wringer","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=hand","token[w-1]=big"
"1907","doc250","fan","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=hiphop","token[w-1]=selfemployed"
"4980","doc624","romantic","ADJ","Personality",NA,NA,NA,NA
"21814","doc2736","tax","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=legal","token[w-1]=business"
"10853","doc1341","connect","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=AUX","token[w-1]=free","token[w-1]=right"
"21909","doc2743","chef","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=owner","token[w-1]=design"
"26594","doc3357","cfo","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=corporations",NA
"28121","doc3550","tshirtdesign","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=graphicdesigner","token[w-1]=passion"
"10592","doc1307","newhouse","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=si","token[w-1]=syracuse"
"14836","doc1867","adepa","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=called","token[w-1]=broni"
"25241","doc3168","member","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=ph","token[w-1]=volunteer"
"11855","doc1477","que","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=personas","token[w-1]=le"
"432","doc62","nana","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PROPN","token[w-1]=mother","token[w-1]=christian"
"25511","doc3206","big","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=ubaeububaubcd","token[w-1]=fan"
"5314","doc664","msc","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=ufeufe","token[w-1]=geopolitics"
"21467","doc2696","s","AUX","Irrelavant","pos[w-1]=PRON","pos[w+1]=VERB","token[w-1]=that","token[w-1]=smile"
"16861","doc2115","justice","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=social",NA
"8190","doc1027","ufd","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=lollapalooza",NA
"11163","doc1381","happily","ADV","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=christian","token[w-1]=married"
"28710","doc3629","s","PART","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=weakness","token[w-1]=awkward"
"23645","doc2968","welcome","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=change","token[w-1]=machine"
"11390","doc1409","teacher","NOUN","Profession","pos[w-1]=NOUN",NA,"token[w-1]=english",NA
"29090","doc3670","said","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADV","token[w-1]=stuffnuff","token[w-1]=noh"
"10026","doc1243","ucuucuba","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=uufuuauducuccuba","token[w-1]=ufuuccuuauucc"
"2144","doc278","might","AUX","Irrelavant",NA,"pos[w+1]=ADJ",NA,"token[w-1]=low"
"16822","doc2108","uffuffuffauff","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=sector",NA
"23744","doc2982","mission","NOUN","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=raise"
"24868","doc3122","mother","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NUM","token[w-1]=proud","token[w-1]=two"
"2654","doc337","design","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=games","token[w-1]=gamification"
"17021","doc2134","r","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=e","token[w-1]=e"
"10215","doc1266","udcuud","ADJ","Irrelavant","pos[w-1]=AUX","pos[w+1]=ADJ","token[w-1]=uaudduduuauud","token[w-1]=uduaud"
"266","doc39","clients","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=SYM","token[w-1]=information","token[w-1]=xerox"
"889","doc120","leadership","NOUN","Irrelavant",NA,"pos[w+1]=X",NA,"token[w-1]=pro"
"29901","doc3767","assistant","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=media","token[w-1]=covlibraries"
"10499","doc1300","<U+383C><U+3E35>","PUNCT","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=httpstcogstmtpb",NA
"28696","doc3628","add","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=NUM","token[w-1]=fortnite","token[w-1]=meisandro"
"2784","doc355","music","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=lover","token[w-1]=fan"
"7795","doc976","interesting","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=life","token[w-1]=path"
"1706","doc222","unc","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=rest","token[w-1]=ufcuffe"
"1158","doc156","occasional","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=shrieking"
"15390","doc1933","progun","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=fighting","token[w-1]=organization"
"21523","doc2699","days","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PRON","token[w-1]=trading","token[w-1]=ur"
"8858","doc1104","vader","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PRON","token[w-1]=darth","token[w-1]=nothing"
"7870","doc991","countryfolk","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=songstress"
"19689","doc2469","co","X","Irrelavant","pos[w-1]=ADP","pos[w+1]=VERB","token[w-1]=badru","token[w-1]=estate"
"10265","doc1272","matter","ADV","Irrelavant","pos[w-1]=ADV",NA,"token[w-1]=really",NA
"27292","doc3441","art","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=new","token[w-1]=page"
"22828","doc2869","technology","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=creative","token[w-1]=facebook"
"28490","doc3605","asian","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=intelligence","token[w-1]=market"
"15138","doc1904","life","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=dramaliving","token[w-1]=ufa"
"672","doc91","practicing","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADP","token[w-1]=expert","token[w-1]=since"
"17914","doc2246","ghara","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=pa","token[w-1]=ba"
"19527","doc2452","seguimento","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=rio","token[w-1]=imobili"
"309","doc49","sun","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=AUX","token[w-1]=know","token[w-1]=will"
"21457","doc2694","expansion","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=national",NA
"21053","doc2639","loves","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=speaker","token[w-1]=lord"
"16845","doc2113","feadral","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=ministry","token[w-1]=education"
"3859","doc482","achieve","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=brands","token[w-1]=extraordinary"
"20874","doc2611","wo","AUX","Irrelavant","pos[w-1]=NOUN","pos[w+1]=PART","token[w-1]=box","token[w-1]=nt"
"2928","doc375","small","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=moments"
"15150","doc1906","follow","VERB","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=wyoming"
"16096","doc2013","race","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=instructor","token[w-1]=team"
"6988","doc870","thinker","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADV","token[w-1]=free","token[w-1]=autobiography"
"10367","doc1285","deals","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=amazing",NA
"21918","doc2744","insta","ADP","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=tamarajayne"
"26130","doc3298","spirit","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=free","token[w-1]=person"
"1437","doc193","spongebob","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=sobbing","token[w-1]=closed"
"28204","doc3561","rule","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=ideas","token[w-1]=world"
"21821","doc2737","thank","VERB","Irrelavant","pos[w-1]=PROPN","pos[w+1]=PROPN","token[w-1]=christ","token[w-1]=god"
"3305","doc418","leafs","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=design","token[w-1]=fanatic"
"15118","doc1902","development","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=application","token[w-1]=cloud"
"24226","doc3043","illegal","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADV","token[w-1]=disfigured","token[w-1]=alien"
"11834","doc1475","bacon","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=unique","token[w-1]=gives"
"12995","doc1629","williams","NOUN","Organization","pos[w-1]=PART","pos[w+1]=ADP","token[w-1]=nina","token[w-1]=anna"
"24472","doc3070","mom","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=scout","token[w-1]=technology"
"16833","doc2111","lives","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NUM","token[w-1]=saving","token[w-1]=one"
"13479","doc1692","love","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=knicks","token[w-1]=basketball"
"23838","doc2992","pray","AUX","Irrelavant","pos[w-1]=AUX","pos[w+1]=VERB","token[w-1]=can","token[w-1]=work"
"18365","doc2307","designeruuffufc","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=ufufufdfashion","token[w-1]=believes"
"17470","doc2191","movement","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=plans","token[w-1]=urban"
"12543","doc1573","childish","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=views","token[w-1]=immature"
"13797","doc1733","uf","ADP","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=life","token[w-1]=httplive"
"27234","doc3434","<U+393C><U+3E32>","PUNCT","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=contract","token[w-1]=m"
"9340","doc1165","fucking","VERB","Irrelavant",NA,"pos[w+1]=ADV",NA,"token[w-1]=nerd"
"12100","doc1511","journalism","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=SYM","token[w-1]=limitsufufc","token[w-1]=x"
"18157","doc2278","cryptocurrency","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=biggest","token[w-1]=giveaways"
"11937","doc1493","concept","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=designer"
"7059","doc881","resist","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=bluewave","token[w-1]=theresistance"
"14837","doc1867","broni","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=adepa",NA
"2548","doc322","uudu","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=uuuuu","token[w-1]=uuuauuuaue"
"8924","doc1113","youll","AUX","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=know"
"4002","doc498","drone","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=lead"
"8271","doc1035","uff","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=ufrenaissance","token[w-1]=working"
"2213","doc286","blessed","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=going","token[w-1]=high"
"19461","doc2445","law","NOUN","Irrelavant",NA,NA,NA,NA
"29355","doc3699","fishers","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=make","token[w-1]=men"
"24065","doc3020","doxie","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=beader","token[w-1]=lover"
"23443","doc2942","im","ADJ","Irrelavant",NA,"pos[w+1]=VERB",NA,"token[w-1]=going"
"13442","doc1684","yet","CCONJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADJ","token[w-1]=uufef","token[w-1]=bad"
"3639","doc455","uffd","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=stay","token[w-1]=cause"
"1637","doc212","fucking","VERB","Irrelavant","pos[w-1]=SCONJ","pos[w+1]=NOUN","token[w-1]=mariah","token[w-1]=carey"
"7142","doc889","youtube","AUX","Irrelavant","pos[w-1]=X","pos[w+1]=VERB","token[w-1]=amberhamultin","token[w-1]=flowtillbuzzed"
"789","doc105","dr","X","Irrelavant","pos[w-1]=X","pos[w+1]=X","token[w-1]=moon","token[w-1]=arrow"
"16743","doc2100","interesting","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=things","token[w-1]=manitoba"
"20132","doc2521","believe","VERB","Irrelavant",NA,"pos[w+1]=PRON",NA,"token[w-1]=im"
"28057","doc3540","animals","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=movies","token[w-1]=family"
"14171","doc1783","messi","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=watch","token[w-1]=playuufef"
"9352","doc1167","estelio","VERB","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=NOUN","token[w-1]=<U+383C><U+3E35>","token[w-1]=ammen"
"4844","doc606","m","AUX","Irrelavant","pos[w-1]=PRON","pos[w+1]=NUM","token[w-1]=i","token[w-1]=eighteen"
"9025","doc1129","internet","NOUN","Hobbies","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=best","token[w-1]=dating"
"5054","doc636","prince","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=size",NA
"21162","doc2656","politics","NOUN","Hobbies","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=moviescomedy","token[w-1]=farrakhan"
"22831","doc2870","learning","VERB","Profession","pos[w-1]=SCONJ","pos[w+1]=NOUN","token[w-1]=survivor","token[w-1]=walk"
"25129","doc3152","health","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=strengthening","token[w-1]=eafrica"
"25879","doc3260","football","NOUN","Hobbies","pos[w-1]=NOUN",NA,"token[w-1]=music",NA
"30230","doc3808","skier","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=intelligence","token[w-1]=father"
"18688","doc2348","hard","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=work","token[w-1]=stay"
"26279","doc3319","march","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=tuesday","token[w-1]=th"
"3041","doc388","hfnurse","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=practitioner"
"26276","doc3319","illinois","DET","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=win","token[w-1]=primary"
"2588","doc327","ufcdpulsar","ADJ","Irrelavant","pos[w-1]=AUX","pos[w+1]=X","token[w-1]=nellai","token[w-1]=lover"
"29140","doc3675","amazing","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=business"
"11245","doc1387","nerd","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=punctuation","token[w-1]=tweets"
"25174","doc3161","studies","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=bachelor","token[w-1]=computer"
"28097","doc3545","ikeja","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=street","token[w-1]=follow"
"12668","doc1587","can","AUX","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=facts","token[w-1]=proven"
"3480","doc437","views","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=building","token[w-1]=rt"
"11878","doc1481","new","ADJ","Irrelavant","pos[w-1]=ADV","pos[w+1]=VERB","token[w-1]=everyday","token[w-1]=beginning"
"29768","doc3748","student","NOUN","Profession",NA,NA,NA,NA
"16921","doc2125","enthusiast","ADV","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=football","token[w-1]=social"
"23041","doc2894","o","X","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=X","token[w-1]=<U+383C><U+3E36>","token[w-1]=ue"
"2038","doc264","edtech","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=coach","token[w-1]=enthusiast"
"22588","doc2839","husband","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=capitalist","token[w-1]=father"
"887","doc119","regret","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=VERB","token[w-1]=never","token[w-1]=knowing"
"4439","doc552","said","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=just","token[w-1]=profile"
"10413","doc1291","local","ADJ","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=news","token[w-1]=news"
"28889","doc3650","jrhenny","NOUN","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=NOUN","token[w-1]=<U+393C><U+3E34>","token[w-1]=smith"
"13145","doc1649","dog","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=lover"
"23025","doc2890","economics","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=agile","token[w-1]=family"
"6575","doc821","christian","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=ministry"
"26625","doc3360","whatsapp","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=igcallmiwhizzy","token[w-1]=number"
"16016","doc2003","ncio","X","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=X","token[w-1]=<U+653C><U+3E61>","token[w-1]=vol"
"6844","doc855","stand","NOUN","Irrelavant","pos[w-1]=VERB",NA,"token[w-1]=born",NA
"24288","doc3050","gingers","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=trapped","token[w-1]=body"
"19824","doc2486","fearing","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=god","token[w-1]=man"
"4344","doc540","ndingunyawuza","X","Irrelavant","pos[w-1]=NOUN","pos[w+1]=X","token[w-1]=cape","token[w-1]=ufaku"
"10040","doc1246","mere","ADJ","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=pasmapac","token[w-1]=member"
"9738","doc1212","platform","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=cloud","token[w-1]=hardware"
"30196","doc3802","httpstcokdedhvz","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=live","token[w-1]=kids"
"30901","doc3890","fine","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=gael"
"18882","doc2372","tennis","NOUN","Hobbies","pos[w-1]=ADJ","pos[w+1]=VERB","token[w-1]=ufd","token[w-1]=biking"
"24140","doc3033","offers","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=ADJ","token[w-1]=program","token[w-1]=academic"
"9370","doc1169","protect","VERB","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=stripped","token[w-1]=muslim"
"14960","doc1881","smileand","DET","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=just","token[w-1]=waveufeuf"
"7940","doc999","researcher","NOUN","Profession","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=intel","token[w-1]=fan"
"21105","doc2651","soy","X","Irrelavant",NA,"pos[w+1]=X",NA,"token[w-1]=un"
"26994","doc3404","teenage","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=undertones","token[w-1]=kicks"
"4324","doc537","live","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=watch","token[w-1]=twitch"
"394","doc58","represent","VERB","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=n<U+393C><U+3E32>t","token[w-1]=employerueufef"
"12121","doc1516","charliemariewilson","NOUN","Irrelavant","pos[w-1]=ADJ",NA,"token[w-1]=ig",NA
"10160","doc1261","least","ADV","Irrelavant","pos[w-1]=VERB","pos[w+1]=NOUN","token[w-1]=speak","token[w-1]=languages"
"27433","doc3460","aggie","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=fairview","token[w-1]=pride"
"3821","doc477","cool","ADJ","Irrelavant","pos[w-1]=PRON","pos[w+1]=NOUN","token[w-1]=im","token[w-1]=mom"
"420","doc61","society","NOUN","Irrelavant","pos[w-1]=CCONJ","pos[w+1]=VERB","token[w-1]=andor","token[w-1]=warned"
"5114","doc643","views","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=ADV","token[w-1]=political","token[w-1]=ever"
"16419","doc2060","long","ADV","Irrelavant","pos[w-1]=VERB","pos[w+1]=ADJ","token[w-1]=poet","token[w-1]=poor"
"10662","doc1318","want","VERB","Irrelavant","pos[w-1]=ADJ","pos[w+1]=DET","token[w-1]=full","token[w-1]=beach"
"18867","doc2371","aminu","PRON","Irrelavant",NA,"pos[w+1]=ADV",NA,"token[w-1]=abdullahi"
"5694","doc707","needs","NOUN","Irrelavant","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=special","token[w-1]=children"
"10913","doc1349","happy","ADJ","Personality","pos[w-1]=ADJ","pos[w+1]=NOUN","token[w-1]=seminary","token[w-1]=father"
"27412","doc3458","greatful","ADJ","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=life"
"29118","doc3672","family","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=friends","token[w-1]=seeing"
"12534","doc1571","companies","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=VERB","token[w-1]=growing","token[w-1]=ask"
"2688","doc340","ud","ADJ","Irrelavant",NA,NA,NA,NA
"28581","doc3615","anything","PRON","Irrelavant","pos[w-1]=PUNCT","pos[w+1]=ADJ","token[w-1]=<U+393C><U+3E34>","token[w-1]=similar"
"19042","doc2387","medicine","NOUN","Irrelavant","pos[w-1]=NOUN",NA,"token[w-1]=disaster",NA
"7527","doc943","gobills","NOUN","Irrelavant","pos[w-1]=NOUN","pos[w+1]=VERB","token[w-1]=retrogamer","token[w-1]=gohabsgo"
"864","doc114","free","ADJ","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=graduate","token[w-1]=spirit"
"29358","doc3700","jersey","ADJ","Irrelavant","pos[w-1]=ADV","pos[w+1]=NOUN","token[w-1]=south","token[w-1]=philadelphia"
"5208","doc654","oath","NOUN","Irrelavant","pos[w-1]=VERB","pos[w+1]=AUX","token[w-1]=took","token[w-1]=shall"
"1915","doc251","leader","NOUN","Irrelavant",NA,"pos[w+1]=NOUN",NA,"token[w-1]=god"
"22712","doc2853","analyst","NOUN","Profession","pos[w-1]=ADJ","pos[w+1]=X","token[w-1]=advisor","token[w-1]=implementer"
"22162","doc2773","old","ADJ","Irrelavant","pos[w-1]=VERB","pos[w+1]=NUM","token[w-1]=closed","token[w-1]=one"
"16316","doc2049","technology","NOUN","Profession","pos[w-1]=NOUN",NA,"token[w-1]=computer",NA
"12369","doc1551","got","VERB","Irrelavant","pos[w-1]=NOUN","pos[w+1]=NOUN","token[w-1]=ive","token[w-1]=eyes"
